business_day,Product Code,Product Name,Store Code,qty_1,qty_2,qty_3,qty_4,qty_5,qty_6,qty_7,qty_8,qty_9,qty_10,qty_11,qty_12,qty_13,qty_14,qty_15,qty_16,qty_17,qty_18,qty_19,qty_20,qty_21,qty_22,qty_23,qty_24
20210920,1000046,Irish Spring,1010,18,3,39,19,21,1,38,16,4,37,2,31,14,15,14,22,26,33,28,23,3,15,37,4
20210920,1000047,Bioré,1002,35,26,29,33,6,37,36,35,12,10,10,12,21,23,36,24,38,15,11,28,11,26,29,4
20210920,1000048,Irish Spring,1003,9,19,8,40,28,37,22,32,40,40,8,31,37,18,18,30,30,38,24,7,12,39,16,32
20210920,1000049,Rimmel,1004,22,18,26,16,39,23,22,7,25,19,1,1,22,14,29,3,35,8,27,3,38,0,0,6
20210920,1000050,Olay,1005,14,4,14,6,39,3,7,21,9,20,14,40,17,14,15,1,18,36,29,19,29,24,0,0
20210920,1000051,Marc Jacobs,1006,15,1,33,35,20,39,7,24,25,2,1,39,2,6,3,25,22,19,6,4,31,37,12,4
20210920,1000052,Kérastase,1007,3,18,3,23,25,28,7,10,40,17,7,5,27,9,23,39,6,18,27,1,23,35,17,10
20210920,1000053,Natura,1008,37,2,35,4,31,7,29,12,15,18,34,28,16,21,2,3,23,31,6,4,8,22,11,11
20210920,1000054,Maybelline,1009,32,33,30,5,39,24,26,7,6,17,30,3,9,14,5,20,22,5,4,32,34,24,12,29
20210920,1000055,NYX Cosmetics,1010,23,5,1,3,26,17,29,39,0,36,19,34,37,29,3,5,6,23,0,40,23,40,39,26
20210920,1000056,Rexona,1002,8,18,18,25,14,25,26,8,35,14,0,17,32,36,18,31,38,8,35,17,23,20,2,1
20210920,1000057,Avon,1003,40,5,0,25,16,14,1,9,6,33,8,33,13,11,28,5,28,27,13,30,30,8,13,23
20210920,1000058,La Roche-Posay,1004,25,2,34,27,3,14,40,36,34,2,33,23,12,35,19,29,35,14,18,12,21,25,25,33
20210920,1000059,ClarinsMen,1005,26,6,1,28,18,22,2,24,20,13,25,1,23,31,19,6,20,0,32,5,13,11,27,15
20210920,1000060,NARS Cosmetics,1006,7,9,40,23,7,38,21,19,19,9,35,10,8,4,22,23,5,39,37,20,1,1,8,36
20210920,1000061,Speed Stick,1007,39,30,23,36,18,33,34,40,40,3,26,19,31,13,16,35,30,12,29,26,3,29,12,7
20210920,1000062,Triumph & Disaster,1008,24,40,11,37,23,26,10,1,30,29,28,18,40,26,21,2,19,5,4,9,20,14,33,34
20210920,1000063,Shiseido,1009,38,27,9,26,21,7,36,8,27,15,7,16,36,36,0,10,16,27,6,5,14,25,22,31
20210920,1000064,Saint Laurente,1010,36,27,17,30,29,14,40,6,23,37,23,25,0,32,8,33,34,33,13,35,38,13,35,26
20210920,1000065,Lancome,1002,40,37,2,25,34,15,26,22,22,37,9,13,28,20,7,16,17,36,29,10,5,25,1,27
20210920,1000066,Nivea,1003,29,31,16,38,32,22,38,16,40,0,24,4,0,35,13,16,27,35,9,11,7,35,13,27
20210920,1000067,Rimmel,1004,30,17,2,17,22,37,30,0,5,39,23,12,34,38,22,26,20,27,20,6,38,29,15,5
20210920,1000068,Smashbox,1005,32,22,30,17,7,12,29,14,35,27,23,23,30,32,33,3,21,0,27,37,28,13,38,29
20210920,1000069,Avon,1006,23,18,16,19,3,31,5,18,6,30,4,21,17,13,10,38,16,15,13,5,22,25,30,35
20210920,1000070,Elizabeth Arden,1007,19,3,17,34,7,38,34,5,16,4,13,40,15,35,8,25,12,24,1,24,0,38,34,23
20210920,1000071,M.A.C.,1008,25,27,20,32,33,27,32,1,28,18,8,10,40,32,6,4,0,16,25,32,36,16,16,16
20210920,1000072,Redken,1009,30,12,10,24,26,34,26,20,17,7,12,36,12,33,33,30,13,14,23,31,23,22,39,4
20210920,1000073,Estée Lauder,1010,32,10,20,39,7,9,2,5,7,0,5,21,37,0,33,40,4,33,6,15,28,35,17,30
20210920,1000074,Christian Dior,1002,10,3,35,3,12,17,33,29,36,15,16,3,31,4,26,31,38,11,31,12,6,9,21,40
20210920,1000075,Clinique,1003,11,29,21,11,33,35,23,28,24,0,18,24,17,23,30,7,34,29,20,6,0,33,16,39
20210920,1000076,Dove,1004,39,5,5,33,19,30,38,14,25,21,22,15,5,4,29,2,5,8,21,19,23,15,33,17
20210920,1000077,Oriflame,1005,9,17,9,39,7,30,26,7,11,6,21,31,18,27,28,36,1,8,21,25,9,9,38,12
20210920,1000078,Eucerin,1006,8,6,40,31,26,28,1,32,17,9,40,38,38,1,37,14,19,8,27,5,25,29,8,38
20210920,1000079,Revolution Makeup London,1007,37,17,18,16,20,24,35,5,31,14,13,17,38,0,10,36,32,14,5,5,4,25,13,34
20210920,1000080,Sephora,1008,16,10,2,39,6,18,11,4,21,39,35,28,40,21,11,29,3,8,22,11,7,38,7,20
20210920,1000081,Redken,1009,12,34,5,13,27,30,7,13,30,38,9,27,30,34,23,11,6,17,11,11,33,27,24,27
20210920,1000082,Bioré,1010,7,10,6,20,2,5,5,31,6,37,33,8,40,8,5,30,40,39,6,2,29,35,36,4
20210920,1000083,Bioré,1002,30,4,16,39,6,8,39,30,28,5,36,21,23,31,24,9,1,32,33,34,7,19,12,31
20210920,1000084,Smashbox,1003,0,12,4,9,24,30,2,4,14,23,21,36,8,7,31,1,40,10,29,37,22,29,24,6
20210920,1000085,LOreal,1004,27,39,11,19,27,38,7,8,29,12,18,10,36,40,14,13,25,5,37,37,23,0,27,20
20210920,1000086,La Roche-Posay,1005,37,15,26,37,36,9,21,16,22,35,30,1,39,9,5,7,37,21,3,16,25,8,38,39
20210920,1000087,Chanel,1006,24,19,19,39,7,39,10,6,34,10,31,20,30,22,9,4,24,9,33,23,24,35,16,24
20210920,1000088,L:A Bruket,1007,35,12,29,25,27,28,11,6,12,5,1,31,21,6,33,19,10,29,21,34,27,0,36,33
20210920,1000089,NARS Cosmetics,1008,7,10,4,2,16,11,12,14,3,33,2,31,14,10,0,29,7,27,4,15,1,34,2,29
20210920,1000090,NARS Cosmetics,1009,8,10,11,11,5,21,17,34,30,9,32,11,31,20,37,18,28,27,24,1,0,12,21,22
20210920,1000091,Saint Laurente,1010,21,7,20,13,5,37,16,29,29,35,16,32,34,32,0,34,0,20,39,33,25,25,38,35
20210920,1000092,Revolution Makeup London,1002,15,21,19,5,5,6,31,17,2,10,37,13,40,21,33,30,38,3,27,37,22,29,29,39
20210920,1000093,Christian Dior,1003,7,17,17,23,0,21,10,7,18,32,32,35,35,37,25,11,2,35,36,15,5,4,4,4
20210920,1000094,Matrix,1004,8,35,24,29,37,2,23,20,10,23,18,4,36,23,23,36,25,1,28,34,28,26,30,8
20210920,1000095,Kat Von D,1005,2,21,29,31,39,13,8,0,20,20,21,3,27,14,38,5,29,21,2,20,36,18,25,10
20210920,1000096,KOSÉ,1006,18,7,27,5,16,26,35,24,17,23,12,5,36,36,18,2,20,22,35,27,33,27,2,7
20210920,1000097,Shiseido,1007,38,5,24,22,30,21,13,19,38,35,14,38,35,24,39,27,20,18,11,34,34,24,34,26
20210920,1000098,Estée Lauder,1008,19,5,23,30,30,0,19,24,28,35,37,10,20,8,26,28,11,18,39,9,21,5,30,14
20210920,1000099,Vichy,1009,12,13,40,16,0,10,5,34,13,33,36,2,13,21,16,27,17,40,27,6,21,18,21,4
20210920,1000100,Rimmel,1010,27,40,30,20,23,3,24,21,9,34,2,30,36,15,12,35,5,23,22,22,12,30,29,9
20210920,1000101,Dove,1002,13,25,15,36,0,27,13,23,27,7,24,35,38,8,37,3,4,23,36,5,14,1,15,1
20210920,1000102,Olay,1003,13,7,35,34,27,38,7,29,5,36,1,35,29,8,36,2,29,14,7,17,35,24,33,4
20210920,1000103,LOccitane,1004,9,15,1,38,18,26,18,26,16,21,19,19,33,0,36,13,35,35,39,6,3,14,37,6
20210920,1000104,Natura,1005,21,24,36,34,23,25,30,18,38,25,20,11,14,30,17,18,2,29,3,27,4,34,7,36
20210920,1000105,Clean & Clear,1006,0,5,28,37,4,15,17,21,25,5,25,7,17,32,13,34,12,36,1,28,37,26,35,16
20210920,1000106,Lancome,1007,18,8,38,9,19,25,14,13,2,13,8,17,37,30,28,4,39,27,1,5,16,1,9,32
20210920,1000107,Rimmel,1008,6,11,12,3,25,6,11,30,12,22,36,2,5,14,18,36,31,8,19,36,22,10,33,30
20210920,1000108,Sephora,1009,39,21,2,4,37,4,40,37,30,24,9,1,37,14,14,13,23,35,6,2,33,17,11,0
20210920,1000109,ClarinsMen,1010,0,3,7,0,9,9,29,12,2,5,3,31,30,8,6,26,10,29,23,12,20,35,15,24
20210920,1000110,Oriflame,1002,23,21,16,26,16,34,17,33,10,3,25,13,17,33,9,22,28,22,12,40,33,25,3,6
20210920,1000111,Clinique,1003,10,18,28,12,34,21,33,34,37,21,28,7,25,13,26,29,38,20,2,18,4,24,16,14
20210920,1000112,M.A.C.,1004,4,1,7,36,33,30,24,2,33,7,30,30,6,16,0,1,30,40,39,13,12,37,25,6
20210920,1000113,La Roche-Posay,1005,28,33,24,19,30,12,6,32,0,22,0,6,29,12,25,39,6,24,33,17,34,28,25,37
20210920,1000114,Rexona,1006,15,38,14,8,12,22,9,40,6,6,40,16,38,39,10,3,21,10,8,22,11,6,27,10
20210920,1000115,Clean & Clear,1007,13,37,14,39,12,27,11,22,25,23,11,31,25,34,20,33,14,39,31,14,11,32,38,25
20210920,1000116,Inglot,1008,13,2,32,40,0,33,25,23,0,6,8,30,2,8,23,39,1,21,14,10,16,27,33,40
20210920,1000117,Eucerin,1009,39,17,23,30,30,7,27,18,33,8,33,16,6,34,0,31,4,40,5,20,20,11,13,32
20210920,1000118,Triumph & Disaster,1010,26,13,9,9,3,3,1,18,11,32,18,17,24,21,23,3,17,28,5,40,18,31,33,27
20210920,1000119,Smashbox,1002,32,24,24,36,1,22,21,12,2,38,10,33,23,36,16,5,16,7,6,22,27,0,4,5
20210920,1000120,NARS Cosmetics,1003,34,10,39,24,3,21,17,35,31,1,16,16,7,7,39,23,23,18,21,34,20,9,9,34
20210920,1000121,Sephora,1004,34,17,38,14,19,5,36,30,10,8,10,40,38,4,8,3,30,4,21,8,3,31,20,40
20210920,1000122,Olay,1005,7,22,1,3,37,18,22,1,2,22,34,17,7,2,21,16,34,10,39,15,34,4,12,20
20210920,1000123,Elizabeth Arden,1006,4,34,26,34,28,29,30,36,29,13,29,3,26,22,9,40,4,16,14,34,18,18,9,4
20210920,1000124,ClarinsMen,1007,15,39,19,1,27,0,14,22,3,7,6,7,33,19,23,20,0,35,9,15,25,36,27,6
20210920,1000125,Lancome,1008,17,34,38,19,22,2,30,13,17,1,29,38,34,19,8,5,17,30,31,30,31,1,40,28
20210920,1000126,Speed Stick,1009,14,3,12,1,26,40,17,40,32,39,17,19,9,19,39,5,7,23,22,37,24,33,1,11
20210920,1000127,Estée Lauder,1010,10,20,2,36,23,18,33,34,18,31,40,9,38,21,27,25,31,20,5,11,2,1,21,2
20210920,1000128,Coty,1002,22,9,31,10,39,34,15,13,14,16,25,24,29,14,11,18,31,40,25,35,5,39,3,24
20210920,1000129,Redken,1003,1,9,34,35,1,30,23,2,9,11,37,12,2,22,30,15,34,32,3,16,25,37,37,5
20210920,1000130,Speed Stick,1004,17,7,9,35,13,29,18,40,36,29,33,14,40,33,40,31,18,12,23,20,6,7,22,22
20210920,1000131,Kérastase,1005,4,19,8,22,0,17,36,22,9,30,12,13,39,5,25,37,31,2,19,18,24,31,5,0
20210920,1000132,Neutrogena,1006,13,10,27,27,1,20,4,22,13,28,21,17,0,2,2,20,37,15,15,25,24,8,26,12
20210920,1000133,Estée Lauder,1007,25,27,32,23,29,16,29,32,33,27,25,25,18,13,8,37,38,21,5,18,17,40,21,2
20210920,1000134,NARS Cosmetics,1008,11,18,32,11,22,35,26,9,0,38,29,37,30,13,15,33,19,18,10,23,18,20,31,39
20210920,1000135,Oriflame,1009,28,36,30,15,26,29,1,38,35,31,17,39,1,17,23,31,5,20,16,33,36,9,30,4
20210920,1000136,Rexona,1010,21,15,8,29,7,13,39,17,2,24,6,6,28,28,39,8,13,35,13,17,33,2,36,23
20210920,1000137,Clinique,1002,10,26,24,33,30,34,23,32,37,5,11,25,25,26,1,13,35,24,37,17,12,20,29,29
20210920,1000138,NYX Cosmetics,1003,31,27,39,10,5,2,22,8,11,29,7,26,12,15,32,19,25,3,15,4,9,14,2,37
20210920,1000139,Natura,1004,6,25,0,23,2,19,20,1,19,5,2,19,13,17,32,31,30,21,11,8,13,14,4,38
20210920,1000140,LOccitane,1005,14,14,39,34,16,15,11,5,31,40,26,15,26,0,34,32,7,36,13,9,34,32,30,19
20210920,1000141,Coty,1006,31,4,18,34,0,22,5,15,22,15,16,13,16,2,1,3,10,12,12,2,17,12,40,26
20210920,1000142,Kat Von D,1007,38,25,1,4,19,37,29,40,4,25,0,12,39,16,19,37,25,21,2,35,17,30,24,33
20210920,1000143,Rimmel,1008,37,40,39,38,17,18,13,16,25,28,4,22,33,4,25,26,19,6,16,6,6,7,16,33
20210920,1000144,Maybelline,1009,19,17,20,28,23,21,16,25,1,14,8,9,6,15,18,20,3,26,28,3,28,31,33,4
20210920,1000145,Matrix,1010,39,19,14,35,4,11,9,1,22,27,24,11,16,40,22,0,27,20,28,31,5,12,5,39
20210920,1000146,Hourglass,1002,37,30,39,24,0,0,14,24,5,40,26,7,38,13,16,34,7,19,8,13,30,12,28,31
20210920,1000147,Clarins,1003,34,21,15,27,29,20,5,21,15,33,14,35,8,5,0,24,11,8,27,8,37,31,4,11
20210920,1000148,LOccitane,1004,1,35,28,9,31,26,36,11,38,36,2,8,19,14,34,10,7,2,15,8,36,26,30,15
20210920,1000149,Clean & Clear,1005,21,39,1,1,0,23,22,38,37,26,3,3,19,5,40,36,38,23,18,35,14,28,7,1
20210920,1000150,M.A.C.,1006,27,5,8,40,23,27,33,29,23,9,39,12,39,11,12,12,30,36,31,37,39,5,35,36
20210920,1000151,L:A Bruket,1007,6,13,28,1,33,9,22,16,31,20,10,1,15,31,26,15,31,34,30,14,12,12,37,6
20210920,1000152,Smashbox,1008,20,28,6,40,40,4,19,8,19,0,8,34,34,1,26,13,20,37,27,13,28,28,36,11
20210920,1000153,KOSÉ,1009,37,4,25,6,24,33,3,35,31,24,20,16,3,12,35,15,10,34,21,21,6,25,37,29
20210920,1000154,LOccitane,1010,6,26,3,5,38,33,40,28,20,26,25,40,30,22,11,8,28,36,12,6,29,27,6,11
20210920,1000155,Dove,1002,19,11,27,29,25,25,17,23,32,37,16,39,27,10,40,5,1,27,14,39,1,6,24,26
20210920,1000156,Head & Shoulders,1003,22,37,25,32,39,5,37,40,1,23,22,17,18,19,5,9,16,10,21,34,7,18,13,14
20210920,1000157,Vichy,1004,17,36,0,27,21,8,40,34,11,30,3,12,12,23,17,13,11,2,9,23,12,4,22,14
20210920,1000158,Neutrogena,1005,17,14,34,29,11,3,36,22,15,35,14,29,18,8,16,26,25,26,30,22,26,40,5,11
20210920,1000159,Triumph & Disaster,1006,8,37,4,2,36,10,36,32,40,17,30,30,33,25,19,27,34,4,29,16,7,28,27,22
20210920,1000160,KOSÉ,1007,31,8,34,12,32,13,27,17,19,2,18,6,6,27,4,36,2,10,27,26,36,27,26,13
20210920,1000161,ClarinsMen,1008,33,9,20,19,17,6,27,24,2,25,30,10,4,12,6,0,27,23,37,16,0,24,13,35
20210920,1000162,Rexona,1009,6,36,32,17,26,14,34,35,11,33,9,17,0,14,16,18,5,16,37,23,24,39,21,23
20210920,1000163,Irish Spring,1010,8,33,10,14,2,8,19,39,8,21,5,15,17,26,6,3,21,38,18,4,6,36,36,15
20210920,1000164,Matrix,1002,5,18,20,23,26,13,17,20,26,26,2,29,6,11,4,27,37,35,32,16,23,9,7,10
20210920,1000165,Christian Dior,1003,4,12,31,13,38,26,11,35,6,2,34,15,15,27,8,10,8,23,36,2,26,21,37,40
20210920,1000166,Revlon,1004,38,34,8,17,26,4,32,0,36,28,30,1,1,16,9,1,24,14,26,22,37,13,12,27
20210920,1000167,Redken,1005,1,33,38,38,40,19,17,26,21,28,31,15,23,0,5,11,7,17,28,25,33,38,1,17
20210920,1000168,Chanel,1006,20,26,25,34,1,39,36,38,28,8,26,39,28,14,10,17,12,6,19,0,33,36,22,8
20210920,1000169,Avon,1007,30,19,27,5,12,24,7,8,37,26,31,13,33,16,28,1,11,40,34,26,3,13,13,28
20210920,1000170,Triumph & Disaster,1008,38,26,11,23,34,24,21,17,40,7,32,30,33,9,7,33,13,18,30,35,40,39,35,26
20210920,1000171,Tom Ford,1009,38,34,15,3,18,26,6,2,13,39,23,35,37,3,32,11,12,10,0,37,31,4,39,11
20210920,1000172,Biotherm,1010,2,31,5,6,37,19,13,37,22,34,5,11,40,23,12,6,0,32,18,13,5,39,27,22
20210920,1000173,Shiseido,1002,8,1,9,40,1,9,9,0,14,18,17,34,33,18,1,23,38,1,8,10,31,14,20,28
20210920,1000174,Chanel,1003,8,4,20,32,5,22,0,21,37,3,20,23,20,7,7,26,7,34,18,9,7,17,20,11
20210920,1000175,Vichy,1004,12,6,24,40,1,37,34,14,26,23,7,33,9,34,25,16,27,11,31,20,0,21,35,7
20210920,1000176,Schwarzkopf,1005,24,1,32,1,12,29,3,12,23,11,16,40,13,1,11,0,39,19,0,17,31,4,25,27
20210920,1000177,KOSÉ,1006,24,18,35,24,17,1,30,23,35,40,24,1,23,19,5,15,3,0,22,30,17,9,14,40
20210920,1000178,Rexona,1007,38,29,17,37,28,7,11,23,34,18,6,14,28,10,40,37,5,31,18,3,35,30,10,5
20210920,1000179,Speed Stick,1008,31,22,20,38,33,4,37,2,11,24,0,25,20,36,0,22,3,21,5,8,36,9,30,10
20210920,1000180,Marc Jacobs,1009,36,27,10,14,14,35,40,40,38,25,4,40,33,40,35,5,0,17,34,3,27,19,1,7
20210920,1000181,Bobbi Brown,1010,6,29,13,12,37,35,23,23,33,40,27,5,5,5,1,25,23,5,37,33,12,24,28,28
20210920,1000182,Elizabeth Arden,1002,2,5,23,39,16,22,25,40,6,21,34,13,34,25,19,40,16,5,13,5,29,9,31,10
20210920,1000183,Irish Spring,1003,39,4,23,17,25,24,23,25,18,24,6,0,9,14,38,32,34,13,31,14,19,17,6,12
20210920,1000184,Sunsilk,1004,5,38,39,14,32,8,8,31,25,31,2,35,20,15,12,11,13,2,33,0,33,15,17,36
20210920,1000185,Clinique,1005,35,17,39,28,6,24,32,11,40,35,0,28,7,35,0,14,29,25,15,18,34,4,32,18
20210920,1000186,Matrix,1006,17,16,13,20,11,27,12,34,32,35,11,37,6,33,33,18,24,38,8,23,18,12,26,9
20210920,1000187,Rexona,1007,14,4,17,36,14,33,26,35,4,4,39,32,30,24,36,33,0,12,28,8,28,31,38,36
20210920,1000188,Tom Ford,1008,2,4,39,26,9,28,5,10,24,21,11,2,1,27,26,33,10,19,35,37,39,13,4,14
20210920,1000189,Tom Ford,1009,33,40,38,39,26,32,27,23,25,38,11,35,13,29,18,40,10,23,15,25,1,14,2,37
20210920,1000190,Nivea,1010,15,11,39,28,24,32,39,36,39,8,12,13,38,39,31,19,3,4,16,0,2,19,7,6
20210920,1000191,Saint Laurente,1002,13,38,20,27,0,7,16,20,35,0,6,18,8,7,29,37,27,8,17,33,16,30,13,9
20210920,1000192,Triumph & Disaster,1003,6,4,27,34,25,9,19,16,1,9,29,2,7,26,8,7,9,29,8,30,16,17,37,19
20210920,1000193,Nivea,1004,5,36,16,18,7,25,38,22,34,17,9,3,0,34,13,36,27,39,29,2,37,23,26,16
20210920,1000194,Sunsilk,1005,8,10,24,38,1,28,13,21,23,14,20,28,11,14,34,7,36,28,33,27,23,27,32,30
20210920,1000195,Eucerin,1006,24,34,1,28,29,38,15,2,38,19,29,30,2,0,21,34,11,37,39,30,11,30,35,19
20210920,1000196,Inglot,1007,29,34,37,34,34,16,18,5,13,6,4,33,25,9,32,13,31,22,16,3,13,0,5,4
20210920,1000197,Lancome,1008,24,6,16,9,17,8,30,22,8,36,23,3,0,31,35,38,20,15,21,25,32,19,32,5
20210920,1000198,Garnier,1009,8,4,7,20,19,32,6,17,13,31,4,38,36,6,7,16,39,39,35,12,32,12,31,36
20210920,1000199,Kérastase,1010,6,30,38,14,34,18,13,1,19,25,11,16,27,14,8,38,24,10,11,10,29,31,23,2
20210920,1000200,Kat Von D,1002,38,16,39,26,24,19,12,8,35,24,22,2,22,12,25,22,5,2,39,24,6,7,1,3
20210920,1000201,Kérastase,1003,28,7,11,8,39,15,11,28,29,30,12,39,21,30,31,36,18,36,3,39,1,38,12,18
20210920,1000202,Aveda Men,1004,37,8,1,32,18,23,28,0,17,18,39,1,24,3,40,39,36,33,5,7,23,40,11,6
20210920,1000203,Redken,1005,7,37,21,33,29,36,5,36,36,4,22,36,8,37,24,30,37,26,14,2,29,0,21,1
20210920,1000204,Rexona,1006,31,18,11,39,37,20,5,14,3,3,37,28,12,38,3,5,15,2,33,4,17,20,34,9
20210920,1000205,Inglot,1007,21,10,31,25,9,40,30,27,5,14,0,31,7,19,27,11,22,23,3,4,0,35,0,3
20210920,1000206,Natura,1008,28,35,5,3,16,5,24,16,17,19,2,3,15,12,8,30,13,29,22,34,24,28,22,33
20210920,1000207,Chanel,1009,10,35,40,24,17,32,36,5,11,38,38,5,10,40,14,17,8,6,30,6,6,25,36,4
20210920,1000208,Speed Stick,1010,18,34,40,39,19,35,19,7,12,27,40,16,18,33,20,1,6,10,19,4,21,33,16,19
20210920,1000209,Rimmel,1002,29,7,10,31,4,1,2,34,30,2,1,15,10,18,31,28,35,3,3,10,14,28,6,6
